,Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1910,1911,2020-05-14,8:00 AM,Delhi,-,-,2858,106,7998
1911,1912,2020-05-14,8:00 AM,Goa,-,-,7,0,7
1912,1913,2020-05-14,8:00 AM,Gujarat,-,-,3562,566,9267
1913,1914,2020-05-14,8:00 AM,Haryana,-,-,418,11,793
1914,1915,2020-05-14,8:00 AM,Himachal Pradesh,-,-,39,2,66
1915,1916,2020-05-14,8:00 AM,Jammu and Kashmir,-,-,466,11,971
1916,1917,2020-05-14,8:00 AM,Jharkhand,-,-,79,3,173
1917,1918,2020-05-14,8:00 AM,Karnataka,-,-,451,33,959
1918,1919,2020-05-14,8:00 AM,Kerala,-,-,490,4,534
1919,1920,2020-05-14,8:00 AM,Ladakh,-,-,22,0,43
1920,1921,2020-05-14,8:00 AM,Madhya Pradesh,-,-,2004,232,4173
1921,1922,2020-05-14,8:00 AM,Maharashtra,-,-,5547,975,25922
1922,1923,2020-05-14,8:00 AM,Manipur,-,-,2,0,2
1923,1924,2020-05-14,8:00 AM,Meghalaya,-,-,10,1,13
1924,1925,2020-05-14,8:00 AM,Mizoram,-,-,1,0,1
1925,1926,2020-05-14,8:00 AM,Odisha,-,-,143,3,538
1926,1927,2020-05-14,8:00 AM,Puducherry,-,-,9,1,13
1927,1928,2020-05-14,8:00 AM,Punjab,-,-,200,32,1924
1928,1929,2020-05-14,8:00 AM,Rajasthan,-,-,2459,121,4328
1929,1930,2020-05-14,8:00 AM,Tamil Nadu,-,-,2176,64,9227
1930,1931,2020-05-14,8:00 AM,Telengana,-,-,940,34,1367
1931,1932,2020-05-14,8:00 AM,Tripura,-,-,16,0,155
1932,1933,2020-05-14,8:00 AM,Uttarakhand,-,-,46,1,72
1933,1934,2020-05-14,8:00 AM,Uttar Pradesh,-,-,1902,83,3729
1934,1935,2020-05-14,8:00 AM,West Bengal,-,-,702,207,2290
